country,sattype,satpurpose,satid
USA,Commercial,Communications,47583
USA,Commercial,Communications,47585
USA,Commercial,Communications,47586
USA,Commercial,Communications,47587
USA,Commercial,Communications,47632
USA,Commercial,Communications,47588
USA,Commercial,Communications,47589
USA,Commercial,Communications,47590
USA,Commercial,Communications,47591
USA,Commercial,Communications,47592
USA,Commercial,Communications,47593
USA,Commercial,Communications,47594
USA,Commercial,Communications,47595
USA,Commercial,Communications,47596
USA,Commercial,Communications,47597
USA,Commercial,Communications,47598
USA,Commercial,Communications,47599
USA,Commercial,Communications,47600
USA,Commercial,Communications,47601
USA,Commercial,Communications,47602
USA,Commercial,Communications,47603
USA,Commercial,Communications,47633
USA,Commercial,Communications,47634
USA,Commercial,Communications,47350
USA,Commercial,Communications,47635
USA,Commercial,Communications,47636
USA,Commercial,Communications,47637
USA,Commercial,Communications,47638
USA,Commercial,Communications,47639
USA,Commercial,Communications,47351
USA,Commercial,Communications,47640
USA,Commercial,Communications,47641
USA,Commercial,Communications,47642
USA,Commercial,Communications,47604
USA,Commercial,Communications,47643
USA,Commercial,Communications,47606
USA,Commercial,Communications,47607
USA,Commercial,Communications,47644
USA,Commercial,Communications,47645
USA,Commercial,Communications,47646
USA,Commercial,Communications,48320
USA,Commercial,Communications,47647
USA,Commercial,Communications,47648
USA,Commercial,Communications,47649
USA,Commercial,Communications,47650
USA,Commercial,Communications,47352
USA,Commercial,Communications,47651
USA,Commercial,Communications,47652
USA,Commercial,Communications,47653
USA,Commercial,Communications,47654
USA,Commercial,Communications,47655
USA,Commercial,Communications,47656
USA,Commercial,Communications,47657
USA,Commercial,Communications,47658
USA,Commercial,Communications,47659
USA,Commercial,Communications,47660
USA,Commercial,Communications,47353
USA,Commercial,Communications,47354
USA,Commercial,Communications,47355
USA,Commercial,Communications,48092
USA,Commercial,Communications,47356
USA,Commercial,Communications,47357
USA,Commercial,Communications,47661
USA,Commercial,Communications,47662
USA,Commercial,Communications,47663
USA,Commercial,Communications,47664
USA,Commercial,Communications,47358
USA,Commercial,Communications,47665
USA,Commercial,Communications,47666
USA,Commercial,Communications,47667
USA,Commercial,Communications,47668
USA,Commercial,Communications,47669
USA,Commercial,Communications,48312
USA,Commercial,Communications,47670
USA,Commercial,Communications,48553
USA,Commercial,Communications,47671
USA,Commercial,Communications,47672
USA,Commercial,Communications,47673
USA,Commercial,Communications,47674
USA,Commercial,Communications,47722
USA,Commercial,Communications,47359
USA,Commercial,Communications,47360
USA,Commercial,Communications,47361
USA,Commercial,Communications,47362
USA,Commercial,Communications,47363
USA,Commercial,Communications,47675
USA,Commercial,Communications,47366
USA,Commercial,Communications,47367
USA,Commercial,Communications,47676
USA,Commercial,Communications,47368
USA,Commercial,Communications,47369
USA,Commercial,Communications,47370
USA,Commercial,Communications,47977
USA,Commercial,Communications,47371
USA,Commercial,Communications,47372
USA,Commercial,Communications,47677
USA,Commercial,Communications,47373
USA,Commercial,Communications,47374
USA,Commercial,Communications,47375
USA,Commercial,Communications,47679
USA,Commercial,Communications,47376
USA,Commercial,Communications,47377
USA,Commercial,Communications,47378
USA,Commercial,Communications,47379
USA,Commercial,Communications,47380
USA,Commercial,Communications,47381
USA,Commercial,Communications,47382
USA,Commercial,Communications,47383
USA,Commercial,Communications,47384
USA,Commercial,Communications,47385
USA,Commercial,Communications,47386
USA,Commercial,Communications,47723
USA,Commercial,Communications,47387
USA,Commercial,Communications,47388
USA,Commercial,Communications,47389
USA,Commercial,Communications,47390
USA,Commercial,Communications,47391
USA,Commercial,Communications,47392
USA,Commercial,Communications,47393
USA,Commercial,Communications,47394
USA,Commercial,Communications,47724
USA,Commercial,Communications,47395
USA,Commercial,Communications,47396
USA,Commercial,Communications,47397
USA,Commercial,Communications,47398
USA,Commercial,Communications,47399
USA,Commercial,Communications,47400
USA,Commercial,Communications,47401
USA,Commercial,Communications,47402
USA,Commercial,Communications,47725
USA,Commercial,Communications,47726
USA,Commercial,Communications,47403
USA,Commercial,Communications,47404
USA,Commercial,Communications,47727
USA,Commercial,Communications,47405
USA,Commercial,Communications,47728
USA,Commercial,Communications,47729
USA,Commercial,Communications,47406
USA,Commercial,Communications,47407
USA,Commercial,Communications,47408
USA,Commercial,Communications,48554
USA,Commercial,Communications,47730
USA,Commercial,Communications,47731
USA,Commercial,Communications,47732
USA,Commercial,Communications,47733
USA,Commercial,Communications,47734
USA,Commercial,Communications,48555
USA,Commercial,Communications,47735
USA,Commercial,Communications,37736
USA,Commercial,Communications,47737
USA,Commercial,Communications,47738
USA,Commercial,Communications,47739
USA,Commercial,Communications,48556
USA,Commercial,Communications,47740
USA,Commercial,Communications,48009
USA,Commercial,Communications,47741
USA,Commercial,Communications,48557
USA,Commercial,Communications,47742
USA,Commercial,Communications,47743
USA,Commercial,Communications,47744
USA,Commercial,Communications,47745
USA,Commercial,Communications,47746
USA,Commercial,Communications,47747
USA,Commercial,Communications,47748
USA,Commercial,Communications,47749
USA,Commercial,Communications,47750
USA,Commercial,Communications,48558
USA,Commercial,Communications,48559
USA,Commercial,Communications,47751
USA,Commercial,Communications,47752
USA,Commercial,Communications,47753
USA,Commercial,Communications,47754
USA,Commercial,Communications,47756
USA,Commercial,Communications,47757
USA,Commercial,Communications,47760
USA,Commercial,Communications,47761
USA,Commercial,Communications,47762
USA,Commercial,Communications,47763
USA,Commercial,Communications,47764
USA,Commercial,Communications,47766
USA,Commercial,Communications,47767
USA,Commercial,Communications,48561
USA,Commercial,Communications,48562
USA,Commercial,Communications,48563
USA,Commercial,Communications,47768
USA,Commercial,Communications,48564
USA,Commercial,Communications,48565
USA,Commercial,Communications,47769
USA,Commercial,Communications,47770
USA,Commercial,Communications,47771
USA,Commercial,Communications,47772
USA,Commercial,Communications,47773
USA,Commercial,Communications,47774
USA,Commercial,Communications,47775
USA,Commercial,Communications,47776
USA,Commercial,Communications,47777
USA,Commercial,Communications,47778
USA,Commercial,Communications,47779
USA,Commercial,Communications,48602
USA,Commercial,Communications,47780
USA,Commercial,Communications,48566
USA,Commercial,Communications,48567
USA,Commercial,Communications,48568
USA,Commercial,Communications,47999
USA,Commercial,Communications,48569
USA,Commercial,Communications,48570
USA,Commercial,Communications,48571
USA,Commercial,Communications,48572
USA,Commercial,Communications,47781
USA,Commercial,Communications,48573
USA,Commercial,Communications,48574
USA,Commercial,Communications,48010
USA,Commercial,Communications,48575
USA,Commercial,Communications,48576
USA,Commercial,Communications,47992
USA,Commercial,Communications,48577
USA,Commercial,Communications,48578
USA,Commercial,Communications,48579
USA,Commercial,Communications,48580
USA,Commercial,Communications,48581
USA,Commercial,Communications,48582
USA,Commercial,Communications,48583
USA,Commercial,Communications,48584
USA,Commercial,Communications,48585
USA,Commercial,Communications,48586
USA,Commercial,Communications,48587
USA,Commercial,Communications,48013
USA,Commercial,Communications,48588
USA,Commercial,Communications,48589
USA,Commercial,Communications,48446
USA,Commercial,Communications,48591
USA,Commercial,Communications,48592
USA,Commercial,Communications,48593
USA,Commercial,Communications,48594
USA,Commercial,Communications,48595
USA,Commercial,Communications,48596
USA,Commercial,Communications,48005
USA,Commercial,Communications,48597
USA,Commercial,Communications,48598
USA,Commercial,Communications,47787
USA,Commercial,Communications,47860
USA,Commercial,Communications,47996
USA,Commercial,Communications,48001
USA,Commercial,Communications,48003
USA,Commercial,Communications,48028
USA,Commercial,Communications,48002
USA,Commercial,Communications,47997
USA,Commercial,Communications,48031
USA,Commercial,Communications,48030
USA,Commercial,Communications,48447
USA,Commercial,Communications,48000
USA,Commercial,Communications,48008
USA,Commercial,Communications,48011
USA,Commercial,Communications,47993
USA,Commercial,Communications,48599
USA,Commercial,Communications,48600
USA,Commercial,Communications,48026
USA,Commercial,Communications,47991
USA,Commercial,Communications,47861
USA,Commercial,Communications,48018
USA,Commercial,Communications,48014
USA,Commercial,Communications,48016
USA,Commercial,Communications,48019
USA,Commercial,Communications,48033
USA,Commercial,Communications,48034
USA,Commercial,Communications,47994
USA,Commercial,Communications,47862
USA,Commercial,Communications,48023
USA,Commercial,Communications,47863
USA,Commercial,Communications,48020
USA,Commercial,Communications,48036
USA,Commercial,Communications,47998
USA,Commercial,Communications,48022
USA,Commercial,Communications,48029
USA,Commercial,Communications,48027
USA,Commercial,Communications,48021
USA,Commercial,Communications,47981
USA,Commercial,Communications,47864
USA,Commercial,Communications,47989
USA,Commercial,Communications,47990
USA,Commercial,Communications,47985
USA,Commercial,Communications,47995
USA,Commercial,Communications,47865
USA,Commercial,Communications,47980
USA,Commercial,Communications,47788
